corpus,drama,Entity.surface,Entity.id,Entity.group_members
gdc,r12k.0,Langeweile,33,
gdc,r12k.0,dem,29,
gdc,r12k.0,seine-Hand,49,
gdc,r12k.0,?+lord_bushy+wild,75,"22,12,0"
gdc,r12k.0,louise+blasius,54,"6,1"
gdc,r12k.0,Damon,31,
gdc,r12k.0,lord_bushy+wild+Carl,73,"12,0,17"
gdc,r12k.0,Empfindungen,28,
gdc,r12k.0,Gott,14,
gdc,r12k.0,kapitän+berkley+lord_bushy,70,"9,4,12"
gdc,r12k.0,Sieg,42,
gdc,r12k.0,?+blasius,69,"22,1"
gdc,r12k.0,kathrin+louise+blasius,60,"7,6,1"
gdc,r12k.0,in-meinem-kranken-Herzen,24,
gdc,r12k.0,der-Schiffslieutenant,45,
gdc,r12k.0,la_feu+kathrin+blasius+louise,63,"2,7,1,6"
gdc,r12k.0,in-der-Wade,39,
gdc,r12k.0,kapitän+caroline,59,"9,5"
gdc,r12k.0,meine-Mutter,21,
gdc,r12k.0,lord_bushy+caroline,65,"12,5"
gdc,r12k.0,?,22,
gdc,r12k.0,Krieger,36,
gdc,r12k.0,caroline+wild+Carl,68,"5,0,17"
gdc,r12k.0,Pistole,50,
gdc,r12k.0,von-allen-Menschen,25,
gdc,r12k.0,der-Schiffslieutenant+mohr,81,"45,10"
gdc,r12k.0,meine-Seele,19,
gdc,r12k.0,Tod,51,
gdc,r12k.0,kapitän+berkley,57,"9,4"
gdc,r12k.0,auf-deinem-Schiff,41,
gdc,r12k.0,berkley+caroline+betty,66,"4,5,8"
gdc,r12k.0,caroline+wild,53,"5,0"
gdc,r12k.0,der-Himmel,27,
gdc,r12k.0,Mut,16,
gdc,r12k.0,Phyllis+Damon,84,"32,31"
gdc,r12k.0,dieser-Gedanke,18,
gdc,r12k.0,an-deine-Brust,43,
gdc,r12k.0,Der-Teufel,37,
gdc,r12k.0,meine-Mutter+den-Zuckai,78,"21,20"
gdc,r12k.0,?+kathrin,74,"22,7"
gdc,r12k.0,der-Himmel+Erde,83,"27,35"
gdc,r12k.0,den-Zuckai,20,
gdc,r12k.0,la_feu+kathrin,55,"2,7"
gdc,r12k.0,viele-Verwundete,15,
gdc,r12k.0,in-die-Barke,46,
gdc,r12k.0,Erde,35,
gdc,r12k.0,caroline+mohr,61,"5,10"
gdc,r12k.0,mohr+kapitän+berkley+caroline,72,"10,9,4,5"
gdc,r12k.0,kapitän+caroline+berkley,67,"9,5,4"
gdc,r12k.0,dieser-Tag,44,
gdc,r12k.0,die-Kugel,38,
gdc,r12k.0,die-Weißen,23,
gdc,r12k.0,das-Leben,34,
gdc,r12k.0,im-Menschen,40,
gdc,r12k.0,lord_bushy+wild,56,"12,0"
gdc,r12k.0,an-einer-Schäferin,30,
gdc,r12k.0,böse-Menschen,26,
gdc,r12k.0,Phyllis,32,
gdc,r12k.0,Dein-Haß,52,
gdc,r12k.0,?+Carl+wild,77,"22,17,0"
gdc,r12k.0,Herz,47,
gdc,r12k.0,lord_bushy+berkley,62,"12,4"
gdc,r12k.0,louise+kathrin,58,"6,7"
gdc,r12k.0,Friede-und-Ruhe,48,
gdc,r12k.0,?+von-allen-Menschen,79,"22,25"
gdc,r12k.0,wild+Carl,64,"0,17"
gdc,r12k.0,Carl,17,
gdc,r12k.0,die-Weißen+caroline,71,"23,5"
gdc,r12k.0,Pistole+Tod,76,"50,51"
gdc,r12k.0,KATHRIN-UND-LOUISE.,13,
gdc,r12k.0,?+böse-Menschen,80,"22,26"
gdc,r12k.0,im-Menschen+lord_bushy+berkley,82,"40,12,4"
gdc,r12k.0,wirt,3,
gdc,r12k.0,der_wirt,3,
gdc,r12k.0,berkley,4,
gdc,r12k.0,caroline,5,
gdc,r12k.0,mohr,10,
gdc,r12k.0,blasius,1,
gdc,r12k.0,wild,0,
gdc,r12k.0,louise,6,
gdc,r12k.0,bediente,11,
gdc,r12k.0,lord_bushy,12,
gdc,r12k.0,kathrin,7,
gdc,r12k.0,kapitän,9,
gdc,r12k.0,betty,8,
gdc,r12k.0,la_feu,2,
